,run,average_10,gen
0,0,6.956,fem
1,1,6.324,fem
2,2,6.744999999999999,fem
3,3,6.590999999999999,fem
4,4,6.507000000000001,fem
5,5,6.586,fem
6,6,6.606,fem
7,7,6.325,fem
8,8,6.9159999999999995,fem
9,9,6.431,fem
10,10,6.519,fem
11,11,6.587999999999999,fem
12,12,6.33,fem
13,13,6.491999999999999,fem
14,14,6.518000000000001,fem
15,15,6.449000000000001,fem
16,16,6.898000000000001,fem
17,17,6.633,fem
18,18,6.629,fem
19,19,6.396,fem
20,20,6.733,fem
21,21,6.549000000000001,fem
22,22,6.324,fem
23,23,6.411,fem
24,24,6.475999999999999,fem
25,25,6.188999999999999,fem
26,26,6.720999999999999,fem
27,27,6.694000000000001,fem
28,28,7.033000000000001,fem
29,29,6.779999999999999,fem
30,30,6.385,fem
31,31,6.258,fem
32,32,6.873,fem
33,33,6.941,fem
34,34,6.4319999999999995,fem
35,35,6.476000000000001,fem
36,36,6.447,fem
37,37,6.590999999999999,fem
38,38,6.761,fem
39,39,6.723999999999999,fem
40,40,6.888,fem
41,41,6.9799999999999995,fem
42,42,6.665000000000001,fem
43,43,6.648000000000001,fem
44,44,6.328,fem
45,45,6.386000000000001,fem
46,46,6.989,fem
47,47,7.116,fem
48,48,6.808,fem
49,49,6.398,fem
50,50,6.678,fem
51,51,6.360999999999999,fem
52,52,6.958000000000001,fem
53,53,6.709999999999999,fem
54,54,6.237,fem
55,55,6.742,fem
56,56,6.12,fem
57,57,6.938,fem
58,58,6.653999999999999,fem
59,59,7.0280000000000005,fem
60,60,5.995,fem
61,61,6.45,fem
62,62,6.769,fem
63,63,6.696000000000001,fem
64,64,6.339,fem
65,65,6.252,fem
66,66,6.529999999999999,fem
67,67,6.92,fem
68,68,6.764,fem
69,69,6.839,fem
70,70,6.077,fem
71,71,6.659999999999999,fem
72,72,6.525,fem
73,73,6.755,fem
74,74,6.589,fem
75,75,6.622,fem
76,76,6.67,fem
77,77,6.452000000000001,fem
78,78,6.553999999999999,fem
79,79,6.707000000000001,fem
80,80,6.289,fem
81,81,6.630000000000001,fem
82,82,6.953,fem
83,83,6.705999999999999,fem
84,84,6.5040000000000004,fem
85,85,6.743,fem
86,86,6.481,fem
87,87,6.204,fem
88,88,6.919,fem
89,89,6.989,fem
90,90,6.483,fem
91,91,6.847999999999999,fem
92,92,5.9190000000000005,fem
93,93,6.900000000000001,fem
94,94,6.594000000000001,fem
95,95,6.83,fem
96,96,6.902000000000001,fem
97,97,6.872,fem
98,98,6.742,fem
99,99,6.618,fem
100,100,6.970999999999999,fem
101,101,6.675,fem
102,102,6.62,fem
103,103,6.767,fem
104,104,6.3660000000000005,fem
105,105,6.456999999999999,fem
106,106,6.684,fem
107,107,6.804,fem
108,108,6.744,fem
109,109,7.028999999999999,fem
110,110,6.669999999999999,fem
111,111,6.703,fem
112,112,7.082000000000001,fem
113,113,6.590000000000001,fem
114,114,6.9990000000000006,fem
115,115,7.059,fem
116,116,6.584999999999999,fem
117,117,7.078,fem
118,118,6.868,fem
119,119,6.935,fem
120,120,6.676,fem
121,121,6.433,fem
122,122,6.953,fem
123,123,6.2780000000000005,fem
124,124,6.911,fem
125,125,6.812,fem
126,126,6.417,fem
127,127,6.135000000000001,fem
128,128,6.667,fem
129,129,6.378,fem
130,130,6.897999999999999,fem
131,131,6.552000000000001,fem
132,132,6.2219999999999995,fem
133,133,6.300999999999999,fem
134,134,6.401999999999999,fem
135,135,6.720000000000001,fem
136,136,6.774000000000001,fem
137,137,6.57,fem
138,138,6.800999999999999,fem
139,139,6.813,fem
140,140,6.748,fem
141,141,6.706,fem
142,142,6.998,fem
143,143,6.306,fem
144,144,7.06,fem
145,145,6.93,fem
146,146,6.593000000000001,fem
147,147,6.5760000000000005,fem
148,148,6.405999999999999,fem
149,149,6.581,fem
150,150,6.511,fem
151,151,6.537999999999999,fem
152,152,6.291,fem
153,153,6.516,fem
154,154,6.317,fem
155,155,6.416000000000001,fem
156,156,6.522,fem
157,157,6.57,fem
158,158,6.9079999999999995,fem
159,159,6.481,fem
160,160,6.803,fem
161,161,6.577,fem
162,162,6.797999999999999,fem
163,163,6.881,fem
164,164,6.928999999999999,fem
165,165,6.419,fem
166,166,6.968000000000001,fem
167,167,6.840000000000001,fem
168,168,6.513,fem
169,169,6.297,fem
170,170,6.626,fem
171,171,6.357,fem
172,172,6.1720000000000015,fem
173,173,6.452,fem
174,174,6.884,fem
175,175,6.524000000000001,fem
176,176,6.997999999999999,fem
177,177,6.7989999999999995,fem
178,178,6.706999999999999,fem
179,179,6.495,fem
180,180,7.168000000000001,fem
181,181,6.6450000000000005,fem
182,182,6.558,fem
183,183,6.039,fem
184,184,6.684,fem
185,185,7.162999999999999,fem
186,186,6.69,fem
187,187,6.742999999999999,fem
188,188,6.531000000000001,fem
189,189,6.446,fem
190,190,6.316,fem
191,191,6.589999999999999,fem
192,192,6.515000000000001,fem
193,193,6.614999999999999,fem
194,194,6.95,fem
195,195,6.2170000000000005,fem
196,196,6.209,fem
197,197,6.536,fem
198,198,6.647,fem
199,199,7.008000000000001,fem
200,200,6.140000000000001,fem
201,201,6.75,fem
202,202,6.687,fem
203,203,6.836,fem
204,204,6.683,fem
205,205,6.8549999999999995,fem
206,206,6.655000000000001,fem
207,207,6.945,fem
208,208,7.008,fem
209,209,6.678,fem
210,210,6.640000000000001,fem
211,211,6.494,fem
212,212,6.85,fem
213,213,6.514,fem
214,214,7.015000000000001,fem
215,215,6.825999999999999,fem
216,216,6.848000000000001,fem
217,217,6.82,fem
218,218,6.5840000000000005,fem
219,219,6.595000000000001,fem
220,220,6.610000000000001,fem
221,221,6.933,fem
222,222,6.6129999999999995,fem
223,223,6.431,fem
224,224,6.484,fem
225,225,6.872,fem
226,226,6.481999999999999,fem
227,227,6.7299999999999995,fem
228,228,6.712999999999999,fem
229,229,7.018000000000001,fem
230,230,6.9159999999999995,fem
231,231,6.641,fem
232,232,5.917,fem
233,233,6.909999999999999,fem
234,234,6.839,fem
235,235,6.705,fem
236,236,6.638,fem
237,237,6.955,fem
238,238,6.806,fem
239,239,6.724000000000001,fem
240,240,6.745,fem
241,241,6.724000000000001,fem
242,242,6.764999999999999,fem
243,243,6.543000000000001,fem
244,244,6.166000000000001,fem
245,245,6.271,fem
246,246,6.458,fem
247,247,6.466999999999999,fem
248,248,6.4940000000000015,fem
249,249,6.782000000000001,fem
250,250,6.968999999999999,fem
251,251,6.8180000000000005,fem
252,252,6.540000000000001,fem
253,253,6.718999999999999,fem
254,254,6.525999999999999,fem
255,255,6.499,fem
256,256,7.028999999999999,fem
257,257,6.513,fem
258,258,6.848999999999999,fem
259,259,6.364,fem
260,260,6.7700000000000005,fem
261,261,6.567,fem
262,262,6.664,fem
263,263,6.525,fem
264,264,6.598000000000001,fem
265,265,6.728,fem
266,266,6.7490000000000006,fem
267,267,6.585000000000001,fem
268,268,6.447,fem
269,269,6.57,fem
270,270,6.8149999999999995,fem
271,271,6.797,fem
272,272,6.598999999999999,fem
273,273,6.609999999999999,fem
274,274,6.406999999999999,fem
275,275,6.611,fem
276,276,6.85,fem
277,277,6.563,fem
278,278,6.406999999999999,fem
279,279,6.590999999999999,fem
280,280,6.595000000000001,fem
281,281,6.797,fem
282,282,6.6659999999999995,fem
283,283,6.658999999999999,fem
284,284,6.715000000000001,fem
285,285,6.623,fem
286,286,7.116,fem
287,287,6.682,fem
288,288,6.843000000000001,fem
289,289,6.37,fem
290,290,6.985000000000001,fem
291,291,6.221,fem
292,292,6.814,fem
293,293,6.555,fem
294,294,6.891999999999999,fem
295,295,6.641,fem
296,296,6.571000000000001,fem
297,297,6.369999999999999,fem
298,298,6.765000000000001,fem
299,299,6.6,fem
300,300,6.549000000000001,fem
301,301,6.531000000000001,fem
302,302,6.673,fem
303,303,6.375,fem
304,304,6.781000000000001,fem
305,305,6.784000000000001,fem
306,306,6.276,fem
307,307,6.718999999999999,fem
308,308,6.789,fem
309,309,6.844000000000001,fem
310,310,6.813,fem
311,311,6.623,fem
312,312,6.875,fem
313,313,6.868,fem
314,314,6.5840000000000005,fem
315,315,6.726000000000001,fem
316,316,6.892,fem
317,317,6.382,fem
318,318,6.881,fem
319,319,6.867,fem
320,320,6.603,fem
321,321,6.260000000000001,fem
322,322,6.321000000000001,fem
323,323,6.7620000000000005,fem
324,324,6.675999999999999,fem
325,325,6.631,fem
326,326,6.753,fem
327,327,6.411000000000001,fem
328,328,6.921000000000001,fem
329,329,6.609999999999999,fem
330,330,6.848000000000001,fem
331,331,6.505000000000001,fem
332,332,6.214,fem
333,333,6.660000000000001,fem
334,334,6.431,fem
335,335,6.991,fem
336,336,6.635,fem
337,337,6.237,fem
338,338,6.481999999999999,fem
339,339,6.362,fem
340,340,6.812,fem
341,341,6.282,fem
342,342,6.489,fem
343,343,6.423,fem
344,344,6.3950000000000005,fem
345,345,6.723000000000001,fem
346,346,6.867,fem
347,347,6.578,fem
348,348,6.606,fem
349,349,6.389999999999999,fem
350,350,6.695,fem
351,351,6.765000000000001,fem
352,352,6.574,fem
353,353,6.859999999999999,fem
354,354,6.983,fem
355,355,6.642,fem
356,356,6.866,fem
357,357,6.869,fem
358,358,6.5840000000000005,fem
359,359,6.718999999999999,fem
360,360,6.363999999999999,fem
361,361,6.771000000000001,fem
362,362,6.664,fem
363,363,6.720999999999999,fem
364,364,6.444,fem
365,365,6.83,fem
366,366,6.6739999999999995,fem
367,367,6.44,fem
368,368,6.9239999999999995,fem
369,369,6.909000000000001,fem
370,370,6.426,fem
371,371,6.756,fem
372,372,6.712999999999999,fem
373,373,6.427,fem
374,374,6.029999999999999,fem
375,375,6.446,fem
376,376,7.0489999999999995,fem
377,377,6.494,fem
378,378,6.645999999999999,fem
379,379,6.725,fem
380,380,6.644,fem
381,381,6.931,fem
382,382,7.051,fem
383,383,6.892,fem
384,384,6.439,fem
385,385,7.010000000000001,fem
386,386,6.968999999999999,fem
387,387,6.55,fem
388,388,6.731,fem
389,389,6.447,fem
390,390,6.6,fem
391,391,6.586000000000001,fem
392,392,6.793000000000001,fem
393,393,6.824,fem
394,394,6.8950000000000005,fem
395,395,6.255,fem
396,396,6.434,fem
397,397,6.9159999999999995,fem
398,398,6.5600000000000005,fem
399,399,6.9430000000000005,fem
400,400,6.417,fem
401,401,6.749,fem
402,402,6.993,fem
403,403,6.866000000000001,fem
404,404,6.449000000000001,fem
405,405,6.705000000000001,fem
406,406,6.747999999999999,fem
407,407,7.150999999999999,fem
408,408,6.808,fem
409,409,6.753,fem
410,410,6.793000000000001,fem
411,411,6.482000000000001,fem
412,412,6.669,fem
413,413,6.768000000000001,fem
414,414,5.711,fem
415,415,6.522,fem
416,416,6.785000000000001,fem
417,417,6.138,fem
418,418,6.583,fem
419,419,6.801,fem
420,420,6.5489999999999995,fem
421,421,6.567,fem
422,422,6.564,fem
423,423,6.5280000000000005,fem
424,424,6.483,fem
425,425,6.676,fem
426,426,6.910999999999999,fem
427,427,6.968999999999999,fem
428,428,6.824000000000001,fem
429,429,6.818,fem
430,430,7.005000000000001,fem
431,431,6.139000000000001,fem
432,432,6.417,fem
433,433,7.014,fem
434,434,6.8,fem
435,435,6.1850000000000005,fem
436,436,6.640000000000001,fem
437,437,6.734,fem
438,438,6.878,fem
439,439,6.455,fem
440,440,6.8,fem
441,441,6.329,fem
442,442,6.662999999999999,fem
443,443,5.893,fem
444,444,6.779000000000001,fem
445,445,6.706,fem
446,446,6.410000000000001,fem
447,447,6.632000000000001,fem
448,448,6.4670000000000005,fem
449,449,6.519,fem
450,450,6.925,fem
451,451,6.496,fem
452,452,6.481,fem
453,453,6.654000000000001,fem
454,454,6.787000000000001,fem
455,455,5.98,fem
456,456,6.459999999999999,fem
457,457,6.421000000000001,fem
458,458,6.458,fem
459,459,6.773000000000001,fem
460,460,6.4449999999999985,fem
461,461,6.596000000000001,fem
462,462,7.0840000000000005,fem
463,463,6.7379999999999995,fem
464,464,6.39,fem
465,465,6.772,fem
466,466,6.424000000000001,fem
467,467,6.662999999999999,fem
468,468,6.964,fem
469,469,6.933,fem
470,470,6.418000000000001,fem
471,471,6.891,fem
472,472,6.599000000000001,fem
473,473,6.403999999999999,fem
474,474,6.795,fem
475,475,6.888000000000001,fem
476,476,6.494,fem
477,477,6.452,fem
478,478,7.1,fem
479,479,6.392,fem
480,480,6.2909999999999995,fem
481,481,6.915000000000001,fem
482,482,6.976000000000001,fem
483,483,6.766999999999999,fem
484,484,6.393,fem
485,485,6.7,fem
486,486,6.767,fem
487,487,6.22,fem
488,488,6.678,fem
489,489,6.389,fem
490,490,6.2589999999999995,fem
491,491,6.756,fem
492,492,6.273000000000001,fem
493,493,6.1450000000000005,fem
494,494,6.420999999999999,fem
495,495,6.590000000000001,fem
496,496,6.819,fem
497,497,6.621,fem
498,498,6.5329999999999995,fem
499,499,6.830000000000001,fem
500,500,6.875,fem
501,501,6.733,fem
502,502,6.6209999999999996,fem
503,503,6.778999999999999,fem
504,504,6.9670000000000005,fem
505,505,6.661,fem
506,506,7.036,fem
507,507,6.947000000000001,fem
508,508,6.741000000000001,fem
509,509,6.881,fem
510,510,6.745,fem
511,511,6.994,fem
512,512,6.345000000000001,fem
513,513,6.7,fem
514,514,6.718000000000001,fem
515,515,6.564,fem
516,516,6.964000000000001,fem
517,517,6.728999999999999,fem
518,518,7.098999999999999,fem
519,519,6.862,fem
520,520,6.26,fem
521,521,6.831,fem
522,522,6.784000000000001,fem
523,523,6.67,fem
524,524,6.803,fem
525,525,6.563000000000001,fem
526,526,7.021000000000001,fem
527,527,6.456999999999999,fem
528,528,6.700000000000001,fem
529,529,6.076,fem
530,530,6.733,fem
531,531,6.0920000000000005,fem
532,532,6.927000000000001,fem
533,533,7.055,fem
534,534,6.653999999999999,fem
535,535,7.172,fem
536,536,6.480000000000001,fem
537,537,6.7909999999999995,fem
538,538,7.009,fem
539,539,6.232000000000001,fem
540,540,6.672,fem
541,541,6.372999999999999,fem
542,542,7.069,fem
543,543,7.069,fem
544,544,6.7109999999999985,fem
545,545,6.438,fem
546,546,6.234,fem
547,547,6.475999999999999,fem
548,548,6.301,fem
549,549,7.188,fem
550,550,6.409000000000001,fem
551,551,6.4719999999999995,fem
552,552,6.974000000000001,fem
553,553,6.5329999999999995,fem
554,554,6.723999999999999,fem
555,555,6.837999999999999,fem
556,556,6.491,fem
557,557,6.641,fem
558,558,6.952,fem
559,559,6.207,fem
560,560,6.465999999999999,fem
561,561,6.8950000000000005,fem
562,562,6.615,fem
563,563,6.501,fem
564,564,6.699000000000001,fem
565,565,6.794,fem
566,566,6.803,fem
567,567,6.589,fem
568,568,6.586,fem
569,569,6.934,fem
570,570,6.511,fem
571,571,7.054,fem
572,572,6.561,fem
573,573,6.848999999999999,fem
574,574,6.817,fem
575,575,6.534999999999999,fem
576,576,6.675,fem
577,577,6.495,fem
578,578,6.668000000000001,fem
579,579,6.626,fem
580,580,6.546000000000001,fem
581,581,6.877000000000001,fem
582,582,6.840000000000001,fem
583,583,6.9319999999999995,fem
584,584,6.811,fem
585,585,6.937,fem
586,586,6.906000000000001,fem
587,587,6.7540000000000004,fem
588,588,6.7459999999999996,fem
589,589,6.401999999999999,fem
590,590,6.277,fem
591,591,6.422999999999999,fem
592,592,6.779000000000001,fem
593,593,6.9159999999999995,fem
594,594,6.62,fem
595,595,6.784000000000001,fem
596,596,6.718000000000001,fem
597,597,6.572,fem
598,598,6.385,fem
599,599,6.856999999999999,fem
600,600,6.432,fem
601,601,6.625,fem
602,602,6.927,fem
603,603,6.649000000000001,fem
604,604,7.047,fem
605,605,6.498,fem
606,606,7.097999999999999,fem
607,607,6.827,fem
608,608,6.7010000000000005,fem
609,609,6.214999999999999,fem
610,610,6.578,fem
611,611,6.984,fem
612,612,6.412999999999999,fem
613,613,6.734,fem
614,614,6.603,fem
615,615,6.191000000000001,fem
616,616,6.914,fem
617,617,6.673,fem
618,618,7.058,fem
619,619,6.7780000000000005,fem
620,620,6.601999999999999,fem
621,621,6.651999999999999,fem
622,622,7.022999999999999,fem
623,623,6.534000000000001,fem
624,624,5.8839999999999995,fem
625,625,6.305,fem
626,626,6.723999999999999,fem
627,627,6.8610000000000015,fem
628,628,6.708,fem
629,629,6.647,fem
630,630,7.047,fem
631,631,6.532000000000001,fem
632,632,5.867,fem
633,633,6.824,fem
634,634,6.406000000000001,fem
635,635,6.9719999999999995,fem
636,636,6.996,fem
637,637,6.766,fem
638,638,6.515000000000001,fem
639,639,6.639,fem
640,640,7.025999999999999,fem
641,641,6.807,fem
642,642,6.867999999999999,fem
643,643,6.263000000000001,fem
644,644,6.668000000000001,fem
645,645,6.547,fem
646,646,6.815,fem
647,647,6.563,fem
648,648,6.635,fem
649,649,6.2989999999999995,fem
650,650,6.648000000000001,fem
651,651,6.6450000000000005,fem
652,652,6.956,fem
653,653,6.822999999999999,fem
654,654,6.766,fem
655,655,6.724000000000001,fem
656,656,6.656000000000001,fem
657,657,6.109,fem
658,658,6.312,fem
659,659,6.606,fem
660,660,6.703,fem
661,661,6.726999999999999,fem
662,662,6.880000000000001,fem
663,663,6.787999999999999,fem
664,664,6.131,fem
665,665,6.812,fem
666,666,6.7219999999999995,fem
667,667,6.761,fem
668,668,6.372,fem
669,669,6.986,fem
670,670,6.529999999999999,fem
671,671,6.495,fem
672,672,6.431,fem
673,673,6.4510000000000005,fem
674,674,6.691,fem
675,675,6.866,fem
676,676,6.848000000000001,fem
677,677,6.804,fem
678,678,6.683,fem
679,679,7.061,fem
680,680,6.882000000000001,fem
681,681,6.741,fem
682,682,6.725,fem
683,683,6.685,fem
684,684,6.522999999999999,fem
685,685,6.742,fem
686,686,6.821,fem
687,687,6.306,fem
688,688,6.422,fem
689,689,6.486,fem
690,690,7.023000000000001,fem
691,691,6.4959999999999996,fem
692,692,6.332000000000001,fem
693,693,6.652000000000001,fem
694,694,6.684,fem
695,695,6.639,fem
696,696,6.753,fem
697,697,6.609,fem
698,698,6.515000000000001,fem
699,699,6.961,fem
700,700,6.316,fem
701,701,6.188999999999999,fem
702,702,6.7219999999999995,fem
703,703,6.873,fem
704,704,6.702,fem
705,705,6.447,fem
706,706,6.489,fem
707,707,6.635,fem
708,708,6.559,fem
709,709,6.987,fem
710,710,6.835000000000001,fem
711,711,6.8469999999999995,fem
712,712,6.4959999999999996,fem
713,713,7.047,fem
714,714,6.694,fem
715,715,6.548,fem
716,716,6.468000000000001,fem
717,717,6.117,fem
718,718,6.3469999999999995,fem
719,719,6.439,fem
720,720,6.537999999999999,fem
721,721,6.247,fem
722,722,6.525,fem
723,723,6.544,fem
724,724,6.587999999999999,fem
725,725,7.031999999999999,fem
726,726,6.8260000000000005,fem
727,727,6.886999999999999,fem
728,728,6.862,fem
729,729,6.6,fem
730,730,6.385,fem
731,731,6.9799999999999995,fem
732,732,6.962000000000001,fem
733,733,7.075,fem
734,734,6.561,fem
735,735,6.469999999999999,fem
736,736,6.4239999999999995,fem
737,737,6.817,fem
738,738,6.581,fem
739,739,6.526999999999999,fem
740,740,6.32,fem
741,741,6.763,fem
742,742,6.302,fem
743,743,6.821,fem
744,744,6.6129999999999995,fem
745,745,6.82,fem
746,746,6.603,fem
747,747,6.827,fem
748,748,6.684,fem
749,749,6.122,fem
750,750,6.067,fem
751,751,6.601000000000001,fem
752,752,7.066,fem
753,753,6.758999999999999,fem
754,754,6.7299999999999995,fem
755,755,6.431,fem
756,756,6.758,fem
757,757,6.681,fem
758,758,6.364,fem
759,759,6.8069999999999995,fem
760,760,6.952,fem
761,761,6.7170000000000005,fem
762,762,6.808,fem
763,763,6.769999999999999,fem
764,764,6.7780000000000005,fem
765,765,6.5009999999999994,fem
766,766,6.581,fem
767,767,6.624,fem
768,768,7.040000000000001,fem
769,769,6.851999999999999,fem
770,770,6.469999999999999,fem
771,771,6.647,fem
772,772,6.691,fem
773,773,6.827000000000001,fem
774,774,6.606,fem
775,775,6.627999999999998,fem
776,776,7.1370000000000005,fem
777,777,6.68,fem
778,778,6.29,fem
779,779,6.583,fem
780,780,6.438,fem
781,781,6.851999999999999,fem
782,782,6.94,fem
783,783,6.606999999999999,fem
784,784,6.9159999999999995,fem
785,785,7.084999999999999,fem
786,786,6.889,fem
787,787,7.069,fem
788,788,6.747,fem
789,789,6.545999999999999,fem
790,790,7.008,fem
791,791,6.703,fem
792,792,6.758000000000001,fem
793,793,7.014,fem
794,794,6.615,fem
795,795,6.287000000000001,fem
796,796,6.664999999999999,fem
797,797,6.662999999999999,fem
798,798,6.388000000000001,fem
799,799,6.869,fem
800,800,6.561,fem
801,801,6.445,fem
802,802,6.758,fem
803,803,6.771000000000001,fem
804,804,6.8629999999999995,fem
805,805,6.522,fem
806,806,6.928,fem
807,807,6.601000000000001,fem
808,808,6.925999999999999,fem
809,809,6.675999999999999,fem
810,810,6.571000000000001,fem
811,811,6.412999999999999,fem
812,812,6.475,fem
813,813,6.764,fem
814,814,5.994999999999999,fem
815,815,6.3420000000000005,fem
816,816,6.837000000000001,fem
817,817,6.611,fem
818,818,6.928999999999999,fem
819,819,6.82,fem
820,820,6.656999999999999,fem
821,821,6.821,fem
822,822,6.552,fem
823,823,6.297,fem
824,824,6.464999999999999,fem
825,825,6.276000000000001,fem
826,826,6.603,fem
827,827,6.367,fem
828,828,6.413999999999999,fem
829,829,6.706,fem
830,830,6.93,fem
831,831,6.523000000000001,fem
832,832,6.49,fem
833,833,6.784999999999999,fem
834,834,6.38,fem
835,835,6.792999999999999,fem
836,836,6.635000000000001,fem
837,837,7.053,fem
838,838,6.739,fem
839,839,6.443,fem
840,840,6.9030000000000005,fem
841,841,6.447,fem
842,842,6.306,fem
843,843,6.983,fem
844,844,6.165,fem
845,845,6.5969999999999995,fem
846,846,6.711,fem
847,847,6.764999999999999,fem
848,848,6.523000000000001,fem
849,849,6.327,fem
850,850,6.647999999999999,fem
851,851,6.937,fem
852,852,6.822,fem
853,853,6.787000000000001,fem
854,854,6.686000000000002,fem
855,855,6.83,fem
856,856,6.759,fem
857,857,6.659000000000001,fem
858,858,6.9030000000000005,fem
859,859,6.814,fem
860,860,6.4719999999999995,fem
861,861,6.815,fem
862,862,6.359,fem
863,863,6.596000000000001,fem
864,864,6.973999999999999,fem
865,865,6.333,fem
866,866,6.42,fem
867,867,6.653999999999999,fem
868,868,7.142,fem
869,869,6.720000000000001,fem
870,870,6.6899999999999995,fem
871,871,6.516999999999999,fem
872,872,6.775,fem
873,873,6.6370000000000005,fem
874,874,6.319,fem
875,875,6.505000000000001,fem
876,876,6.664999999999999,fem
877,877,7.029999999999999,fem
878,878,6.494,fem
879,879,7.116,fem
880,880,6.470000000000001,fem
881,881,6.731999999999999,fem
882,882,6.616,fem
883,883,6.675,fem
884,884,6.301,fem
885,885,6.390000000000001,fem
886,886,6.669,fem
887,887,6.486,fem
888,888,6.997,fem
889,889,6.517,fem
890,890,6.697,fem
891,891,6.383,fem
892,892,6.991,fem
893,893,7.013,fem
894,894,7.031999999999999,fem
895,895,6.809,fem
896,896,6.583,fem
897,897,6.614,fem
898,898,6.4,fem
899,899,6.5969999999999995,fem
900,900,6.919000000000001,fem
901,901,6.778999999999999,fem
902,902,6.569,fem
903,903,6.761000000000001,fem
904,904,6.412000000000001,fem
905,905,6.361,fem
906,906,6.837000000000001,fem
907,907,6.965999999999999,fem
908,908,7.1049999999999995,fem
909,909,6.974000000000001,fem
910,910,6.7780000000000005,fem
911,911,6.523000000000001,fem
912,912,6.492,fem
913,913,6.284,fem
914,914,6.425,fem
915,915,6.875,fem
916,916,6.882,fem
917,917,6.758000000000001,fem
918,918,6.752000000000001,fem
919,919,6.4350000000000005,fem
920,920,5.953,fem
921,921,6.357000000000001,fem
922,922,6.413999999999999,fem
923,923,6.754,fem
924,924,6.9030000000000005,fem
925,925,7.023999999999999,fem
926,926,6.323,fem
927,927,6.708,fem
928,928,6.994,fem
929,929,6.191000000000001,fem
930,930,6.792,fem
931,931,6.522,fem
932,932,6.654999999999999,fem
933,933,6.8340000000000005,fem
934,934,6.675,fem
935,935,6.868,fem
936,936,6.578999999999999,fem
937,937,6.855000000000001,fem
938,938,6.578,fem
939,939,6.601000000000001,fem
940,940,6.211,fem
941,941,6.803,fem
942,942,6.675999999999999,fem
943,943,6.9590000000000005,fem
944,944,6.805,fem
945,945,6.651000000000001,fem
946,946,6.411,fem
947,947,6.592999999999999,fem
948,948,6.571000000000001,fem
949,949,6.765000000000001,fem
950,950,6.436,fem
951,951,5.871,fem
952,952,7.026000000000001,fem
953,953,6.379,fem
954,954,6.945,fem
955,955,6.348999999999999,fem
956,956,6.873,fem
957,957,6.555,fem
958,958,6.696,fem
959,959,6.886,fem
960,960,6.708,fem
961,961,6.589,fem
962,962,6.542,fem
963,963,7.1370000000000005,fem
964,964,6.074,fem
965,965,6.853,fem
966,966,6.438000000000001,fem
967,967,6.726999999999999,fem
968,968,6.781000000000001,fem
969,969,6.6259999999999994,fem
970,970,6.600999999999999,fem
971,971,7.043000000000001,fem
972,972,6.085000000000001,fem
973,973,6.6640000000000015,fem
974,974,6.7010000000000005,fem
975,975,6.7090000000000005,fem
976,976,6.628,fem
977,977,6.615,fem
978,978,6.688,fem
979,979,6.456,fem
980,980,6.25,fem
981,981,7.025,fem
982,982,5.964,fem
983,983,6.728,fem
984,984,6.574000000000001,fem
985,985,7.0120000000000005,fem
986,986,6.457000000000001,fem
987,987,6.976000000000001,fem
988,988,6.799000000000001,fem
989,989,6.744,fem
990,990,6.412999999999999,fem
991,991,6.606,fem
992,992,7.0009999999999994,fem
993,993,6.787999999999999,fem
994,994,6.896000000000001,fem
995,995,6.807,fem
996,996,6.65,fem
997,997,6.128000000000001,fem
998,998,7.183999999999999,fem
999,999,6.6290000000000004,fem
